"Location","Pallet number","Item","Description","Lot code","Expiry date","Inventory status","Cases qty","Cases UOM","Base qty","Base UOM"
"10-148-50","50017576","GCC101408","SUB MED Pep Bark SNWMN NFPW","128480","29/04/2049","Good","27000.00","cs","27000.00","ea"
"10-150-40","50003340","GCC100974","SUB XL Vday Assorted FDM18","125592","31/10/2048","Good","6522.00","cs","6522.00","ea"
"10-150-40","50008928","GCC2671","LBL STICKER NEW Banner","110239","31/05/2049","Good","12.00","cs","12.00","ea"
"10-150-50","50038082","GCC101635","SUB Med DK SS Car NFPW","127884","30/03/2019","Good","45.00","cs","27000.00","ea"
"10-150-50","50038083","GCC101635","SUB Med DK SS Car NFPW","127884","30/03/2049","Good","45.00","cs","27000.00","ea"
"10-150-60","60060137","GCC101794","SDK 192ct 2Square Rev2","162183","31/05/2048","Good","152.00","cs","152.00","ea"
"10-152-50","50063683","GCC102082","SUB XL-C ID ASST SS NFPW","127839","30/04/2049","Good","9200.00","cs","9200.00","ea"
"10-156-10","50039923","GCC101315","SUB TWN ID 92%","123358","30/05/2048","Good","2828.00","cs","2828.00","ea"
"10-166-10","50008921","GCC101887","SUB XL FDM Caramel DUO NFP","127161","01/02/2048","Good","23.06","cs","9222.00","ea"
"10-166-20","50039983","GCC102475","SUB-710 ED ASST Costco","128485","30/05/2049","Good","12000.00","cs","12000.00","ea"
"10-166-20","50039792","GCC101708","SUB XL-C GOld Bag NFPW","127901","31/05/2049","Good","12000.00","cs","12000.00","ea"
"10-166-40","50013812","GCC101633","SUB Med MK Car NFPW","127882","30/03/2049","Good","45.00","cs","27000.00","ea"
"10-166-40","50013813","GCC101633","SUB Med MK Car NFPW","127882","30/03/2049","Good","45.00","cs","27000.00","ea"
"10-166-60","50013900","GCC102136","SUB XL FDM LtdEd XMS19 NFPW","176003","30/05/2049","Good","12000.00","cs","12000.00","ea"
"10-170-30","50013889","GCC102312","SUB-550 Pep Bark Coll NFPW","128113","29/04/2049","Good","12000.00","cs","12000.00","ea"
"10-174-40","50041053","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","10500.00","cs","10500.00","ea"
"10-174-60","50041016","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","16000.00","cs","16000.00","ea"
"10-174-60","50041017","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","16000.00","cs","16000.00","ea"
"10-174-60","50041089","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","11000.00","cs","11000.00","ea"
"10-174-60","50041090","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","11000.00","cs","11000.00","ea"
"10-176-10","50004248","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"10-176-10","50004249","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"10-176-10","50004250","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"10-176-10","50004251","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"10-176-20","50038106","GCC101642","SUB Med Dk SS Car CAN NFP","128062","29/04/2049","Quality Hold","29250.00","cs","29250.00","ea"
"10-176-20","50038107","GCC101642","SUB Med Dk SS Car CAN NFP","128062","29/04/2049","Quality Hold","29250.00","cs","29250.00","ea"
"10-176-50","50038084","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"10-176-50","50038086","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"10-176-50","50041036","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","15500.00","cs","15500.00","ea"
"10-176-50","50041037","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","16000.00","cs","16000.00","ea"
"10-176-60","50041087","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"10-176-60","50041088","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"10-178-20","60064205","GCC83854","16/Ppmt Brk Keepsake Tin FG 16","M5779","31/05/2020","Good","24.00","cs","384.00","ea"
"10-178-30","50038103","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2048","Quality Hold","16000.00","cs","16000.00","ea"
"10-178-30","50038102","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","16000.00","cs","16000.00","ea"
"10-178-40","50038098","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","16000.00","cs","16000.00","ea"
"10-178-40","50038099","GCC102423","SUB-400 Pep Brownie XMAS19","127906","29/04/2049","Quality Hold","16000.00","cs","16000.00","ea"
"10-178-50","50038093","GCC102423","SUB-400 Pep Brownie XMAS19","127905","29/04/2049","Good","16000.00","cs","16000.00","ea"
"10-178-50","50038094","GCC102423","SUB-400 Pep Brownie XMAS19","127966","29/04/2049","Good","16000.00","cs","16000.00","ea"
"10-180-10","50004252","GCC101369","Carton XSML Pbk XMAS18 NFP","163168","29/06/2048","Good","42800.00","cs","42800.00","ea"
"10-180-20","50038111","GCC101642","SUB Med Dk SS Car CAN NFP","123062","29/04/2049","Quarantined","29250.00","cs","29250.00","ea"
"10-180-20","50038110","GCC101642","SUB Med Dk SS Car CAN NFP","128062","30/04/2049","Quality Hold","29250.00","cs","29250.00","ea"
"10-180-30","50038104","GCC101642","SUB Med Dk SS Car CAN NFP","128062","29/04/2049","Quality Hold","13300.00","cs","13300.00","ea"
"10-180-60","50041091","GCC102060","SUB TWN Fudge Caramel NFPW","37551","31/12/2048","Good","35.00","cs","35.00","ea"
"10-180-60","50041092","GCC102060","SUB TWN Fudge Caramel NFPW","37551","31/12/2048","Good","35.00","cs","35.00","ea"
"10-182-50","50038095","GCC6039","PDQ XL-C Gold Bag 10ct Sams","164455","25/07/2048","Good","320.00","cs","320.00","ea"
"10-184-10","50004255","GCC101667","SUB TWN Asst NFPW","127606","23/05/2019","Good","21000.00","cs","21000.00","ea"
"10-184-10","50004256","GCC101667","SUB TWN Asst NFPW","127606","23/05/2019","Good","2400.00","cs","2400.00","ea"
"10-184-10","50004254","GCC101667","SUB TWN Asst NFPW","127606","29/04/2049","Good","21600.00","cs","21600.00","ea"
"10-184-30","50038105","GCC102059","SUB Med Fudge Car NFPW","126819","31/12/2048","Good","5850.00","cs","5850.00","ea"
"10-184-40","50038100","GCC102059","SUB Med Fudge Car NFPW","126813","31/12/2048","Quality Hold","29250.00","cs","29250.00","ea"
"10-184-40","50038101","GCC102059","SUB Med Fudge Car NFPW","126813","31/12/2048","Quality Hold","29250.00","cs","29250.00","ea"
"10-184-50","50038096","GCC102060","SUB TWN Fudge Caramel NFPW","127049","31/12/2049","Quality Hold","2350.00","cs","2350.00","ea"
"10-186-50","50038097","GCC102060","SUB TWN Fudge Caramel NFPW","127049","31/12/2048","Quality Hold","11400.00","cs","11400.00","ea"
"10-192-10","50004257","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"10-192-10","50004258","GCC101699","SUB XL Classif FDM NFP","127877","30/03/2049","CAI","12000.00","cs","12000.00","ea"
"12-037-10","50003870","GCC100358","PDQ XL SUB FB BunnyTrio Club17","140446","31/05/2049","Good","320.00","cs","320.00","ea"
"12-037-10","50003871","GCC100358","PDQ XL SUB FB BunnyTrio Club17","140446","31/05/2049","Good","320.00","cs","320.00","ea"
"12-037-50","50002419","GCC4330","PL CAP XL/XXL SUB Club","161690","30/11/2048","Good","37.00","cs","37.00","ea"
"12-038-10","50003857","GCC100215","Base 45ct Mixed XL display","176272","29/04/2049","Good","150.00","cs","150.00","ea"
"12-038-10","50003858","GCC100215","Base 45ct Mixed XL display","176272","29/04/2049","Good","150.00","cs","150.00","ea"
"12-038-20","50011242","GCC100454","SDK 60ct New Minis SUB","146667","29/04/2047","Good","300.00","cs","300.00","ea"
"12-038-20","50011243","GCC100454","SDK 60ct New Minis SUB","146667","29/08/2047","Good","300.00","cs","300.00","ea"
"12-038-30","50011233","GCC101596","SUB LG DSC MK Car 2018 NFPW","127317","31/03/2040","Good","14500.00","cs","14500.00","ea"
"12-038-30","50000028","GCC102715","Header 2sided Chkt XMAS19 CVS","177363","30/04/2049","Good","1238.00","cs","1238.00","ea"
"12-038-40","50038009","GCC6030","PDQ XXL SUB Gold 2016","99999","20/05/2049","Good","80.00","cs","80.00","ea"
"12-038-50","50038000","GCC101552","Base Vday Shipper 2019","166763","31/05/2049","Good","75.00","cs","75.00","ea"
"12-039-10","50003872","GCC102306","SUB TWN ID SS Soiree NFPW","176007","30/05/2049","Quarantined","27000.00","cs","27000.00","ea"
"12-039-10","50003873","GCC102306","SUB TWN ID SS Soiree NFPW","176007","30/05/2049","Quarantined","5400.00","cs","5400.00","ea"
"12-039-20","50003287","GCC100424","RSC 6ct Minis Med SUB","174116","30/03/2049","Good","2700.00","cs","2700.00","ea"
"12-039-30","50003294","GCC100358","PDQ XL SUB FB BunnyTrio Club17","140446","23/01/2046","Good","320.00","cs","320.00","ea"
"12-039-30","50003295","GCC100358","PDQ XL SUB FB BunnyTrio Club17","140446","23/01/2046","Good","320.00","cs","320.00","ea"
"12-039-30","119800001628533","GCC102371","SUB-500 Minis Pep Bark XMAS19","128384","30/06/2049","Quarantined","12000.00","cs","12000.00","ea"
"12-039-30","119800001628581","GCC102540","SUB-200 Assrt ED NFP 2019","127149","30/06/2049","Good","27000.00","cs","27000.00","ea"
"12-040-10","50003859","GCC4514","SKIRT ED SUB QTRPL Blue","171892","31/07/2048","Good","159.00","cs","159.00","ea"
"12-040-30","50011234","GCC1860","LBL CS PS 8.25x11.75 Seasonal","32283","30/11/2048","Good","339.00","cs","339.00","ea"
"12-040-50","50038001","GCC100808","PDQ 10 ct XL-C SUB Minis","171916","31/01/2048","Good","194.00","cs","194.00","ea"
"12-041-10","50014910","GCC101171","Support Med Maxi optimized dpy","171880","31/12/2048","Good","1080.00","cs","1080.00","ea"
"12-041-20","50007091","GCC1706","LBL 4X3 Thermal Transfer","528839","30/11/2048","Good","72.00","cs","72.00","ea"
"12-041-30","50003306","GCC1706","LBL 4X3 Thermal Transfer","176341","29/04/2049","Good","560000.00","cs","560000.00","ea"
"12-042-10","50003860","GCC102355","SUB-400 PBK XMAS19","175997","30/05/2049","Quarantined","32.00","cs","16000.00","ea"
"12-042-10","50003861","GCC102355","SUB-400 PBK XMAS19","175997","30/05/2049","Quarantined","32.00","cs","16000.00","ea"
"12-042-20","50011244","GCC100843","HSC 10ct LG SUB XMAS","99999","30/05/2049","Good","168.00","cs","168.00","ea"
"12-042-30","50011235","GCC101162","Base Med Optimized Display","163977","30/06/2048","Good","101.00","cs","101.00","ea"
"12-042-40","50038012","GCC101235","Base 48ct XL SUB XMAS18","162947","20/05/2049","Good","137.00","cs","137.00","ea"
"12-042-50","50038002","GCC101400","RSC R&R 14ct Easter Egg Small","28566","30/11/2047","Good","1800.00","cs","1800.00","ea"
"12-042-50","50002926","GCC101400","RSC R&R 14ct Easter Egg Small","155698","30/11/2047","Good","900.00","cs","900.00","ea"
"12-043-20","60064435","GCC102712","Tray 2-sided ChkDis CVS XMAS19","177363","30/06/2049","Good","1280.00","cs","1280.00","ea"
"12-043-20","60064434","GCC102712","Tray 2-sided ChkDis CVS XMAS19","177363","30/06/2049","Good","1280.00","cs","1280.00","ea"
"12-043-30","50003301","GCC100957","Filler Insert 72ct dspl prestg","154745","30/10/2047","Good","5250.00","cs","5250.00","ea"
"12-043-30","50003304","GCC4736","PDQ Med SUB Stand Up 12ct SPR","169798","31/10/2048","Good","1385.00","cs","1385.00","ea"
"12-043-30","50003303","GCC4736","PDQ Med SUB Stand Up 12ct SPR","169798","30/11/2048","Good","1344.00","cs","1344.00","ea"
"12-043-40","50002418","GCC101603","Caddy 50ct DK MNT NFP","173556","30/03/2049","Good","541.00","cs","541.00","ea"
"12-044-10","50003862","GCC5794","INSERT BACK CvrCh DSPLY 60ct","131176","14/11/2046","Good","4200.00","cs","4200.00","ea"
"12-044-10","50003863","GCC5794","INSERT BACK CvrCh DSPLY 60ct","131176","14/11/2046","Good","4200.00","cs","4200.00","ea"
"12-044-20","50035957","GCC5171S","SUB XL DK ASST FDM","114229","29/09/2047","Good","7035.00","cs","7035.00","ea"
"12-044-20","50014850","GCC4939","POUCH Dk Choc mini NoFlag","163450","31/05/2049","Good","7000.00","cs","7000.00","ea"
"12-044-40","50037473","GCC4247N","SUB TWN Ltd Ed XMS","108426","30/10/2046","Good","13200.00","cs","13200.00","ea"
"12-044-40","50038013","GCC101169","Shelf Mid/Maxi optim display","159860","20/05/2049","Good","529.00","cs","529.00","ea"
"12-044-50","50038003","GCC101928","SUB XL-C Vday Duo FB Heart","126355","30/11/2048","Good","18.00","cs","18.00","ea"
"12-045-10","50003293","GCC100309","SUB Med Minis MK SS Almond","117649","31/05/2048","Good","14300.00","cs","14300.00","ea"
"12-045-10","50000017","GCC101506","PDQ SRC 3ct XL SUB Autobtm","176295","30/06/2049","Good","1020.00","cs","1020.00","ea"
"12-045-20","50003292","GCC100309","SUB Med Minis MK SS Almond","117649","31/05/2048","Good","8450.00","cs","8450.00","ea"
"12-045-40","50037469","GCC5888","SUB LG Dk Pbk DSC","136778","29/08/2049","Good","1100.00","cs","1100.00","ea"
"12-045-50","50002422","GCC100245","PDQ Med SUB 6ct 1facing","203204","29/09/2048","Good","1776.00","cs","1776.00","ea"
"12-045-50","119800001628543","GCC102372","SUB-500 Minis Asst XMAS19","128384","30/06/2049","Quarantined","12000.00","cs","12000.00","ea"
"12-045-50","119800001628556","GCC102355","SUB-400 PBK XMAS19","128126","30/06/2049","Quarantined","32.00","cs","16000.00","ea"
"12-046-10","60064437","GCC102712","Tray 2-sided ChkDis CVS XMAS19","177363","30/06/2049","Good","1280.00","cs","1280.00","ea"
"12-046-10","60064436","GCC102712","Tray 2-sided ChkDis CVS XMAS19","177363","30/06/2049","Good","1280.00","cs","1280.00","ea"
"12-046-20","50011245","GCC4708","EASEL MED SUB SDK 40ct SPR15","154771","30/11/2047","Good","300.00","cs","300.00","ea"
"12-046-20","50002430","GCC3138","RSC TWN SUB 12ct","164001","30/06/2048","Good","575.00","cs","575.00","ea"
"12-046-40","50038014","GCC102516","TRAY 14ct SUB-600 ID SSS BJ 19","176530","20/05/2049","Good","225.00","cs","225.00","ea"
"12-046-50","50038004","GCC4281","BASE Cndymkg DSPLY Short 48ct","10202","31/12/2047","Good","97.00","cs","97.00","ea"
"12-047-20","50003283","GCC5482","PARTITION MED SUB DSPLY 80ct","177362","30/05/2049","Good","1600.00","cs","1600.00","ea"
"12-047-20","50003284","GCC5482","PARTITION MED SUB DSPLY 80ct","177362","30/05/2049","Good","1600.00","cs","1600.00","ea"
"12-047-40","50002909","GCC101794","SDK 192ct 2Square Rev2","163986","29/06/2048","Good","318.00","cs","318.00","ea"
"12-048-10","50003865","GCC101377","SUB Med minis PBK XMAS18 NFPW","175995","30/05/2049","Quarantined","29250.00","cs","29250.00","ea"
"12-048-10","50003866","GCC101377","SUB Med minis PBK XMAS18 NFPW","175995","30/05/2049","Quarantined","17425.00","cs","17425.00","ea"
"12-048-40","50035863","GCC100516","Coupon Pad $1 Choc Cov 2017","149578","29/06/2047","Good","368.00","cs","368.00","ea"
"12-049-50","50002423","GCC101397","RSC R&R Easter 12ct Large Egg","155698","30/11/2047","Good","600.00","cs","600.00","ea"
"12-050-20","50011246","GCC100883","SUB XL-C Prem Choc Assrt","124784","30/09/2048","Good","3200.00","cs","3200.00","ea"
"12-050-30","50011238","GCC6098","INSERT MEDSUB SHPR 80ct XMS WG","177362","30/05/2049","Good","2400.00","cs","2400.00","ea"
"12-050-30","50011239","GCC6098","INSERT MEDSUB SHPR 80ct XMS WG","177362","30/05/2049","Good","1800.00","cs","1800.00","ea"
"12-050-40","50038017","GCC101633","SUB Med MK Car NFPW","41741","30/01/2049","Good","8.33","cs","5000.00","ea"
"12-050-40","50038018","GCC101633","SUB Med MK Car NFPW","41741","30/01/2049","Good","8.33","cs","5000.00","ea"
"12-050-50","50038005","GCC5749","BASE Bkg DSPLY vert","38911","03/12/2048","Good","96.00","cs","96.00","ea"
"12-051-20","50003281","GCC102404","PDQ 10ct XXL ID Costco","174400","28/02/2049","Good","320.00","cs","320.00","ea"
"12-051-20","50003282","GCC102404","PDQ 10ct XXL ID Costco","174400","28/02/2049","Good","320.00","cs","320.00","ea"
"12-051-50","50002424","GCC101354","SUB XL FDM Pbk Asst XMAS18 NFP","123831","29/06/2048","Good","11200.00","cs","11200.00","ea"
"12-052-10","50003867","GCC3943","PL CAP QTRPL Bkg","152518","30/11/2048","Good","140.00","cs","140.00","ea"
"12-052-20","50011247","GCC3451","LBL Generic Pallet 4 x6","176064","30/03/2049","Good","100000.00","cs","100000.00","ea"
"12-052-30","50014864","GCC100638","SUB Med Solid ID Crunch Car SS","128061","29/04/2049","Good","28600.00","cs","28600.00","ea"
"12-052-40","50038019","GCC101601","Caddy 50ct MK Car NFP","174118","31/03/2049","Good","160.00","cs","160.00","ea"
"12-052-50","50038006","GCC5387","INSERT SHPG SHLF ENDCAP XMS15","99999","20/05/2049","Good","959.00","cs","959.00","ea"
"12-053-20","50003279","GCC100176","HSC XL SUB and XL PDQ","158251","30/12/2047","Good","200.00","cs","200.00","ea"
"12-053-20","50003280","GCC100176","HSC XL SUB and XL PDQ","158251","30/12/2047","Good","150.00","cs","150.00","ea"
"12-053-30","50003308","GCC100715","PDQ LG SUB 12ct Vday","152166","31/10/2047","Good","274.00","cs","274.00","ea"
"12-053-30","50003310","GCC101155","Header ED Mixed 45ct Minis","99999","31/05/2049","Good","1200.00","cs","1200.00","ea"
"12-053-40","50000018","GCC101506","PDQ SRC 3ct XL SUB Autobtm","176295","30/06/2049","Good","1020.00","cs","1020.00","ea"
"12-054-10","50003868","GCC101408","SUB MED Pep Bark SNWMN NFPW","128480","29/04/2049","Good","27000.00","cs","27000.00","ea"
"12-054-10","50003869","GCC101408","SUB MED Pep Bark SNWMN NFPW","128480","29/04/2049","Good","27000.00","cs","27000.00","ea"
"12-054-20","50011248","GCC4708","EASEL MED SUB SDK 40ct SPR15","30538","30/11/2047","Good","300.00","cs","300.00","ea"
"12-054-20","60064433","GCC102712","Tray 2-sided ChkDis CVS XMAS19","177363","30/06/2049","Good","1280.00","cs","1280.00","ea"
"12-054-20","60064432","GCC102712","Tray 2-sided ChkDis CVS XMAS19","177363","30/06/2049","Good","1280.00","cs","1280.00","ea"
"12-054-30","50011240","GCC6028","RSC TWN SUB 12ct XMS","176359","29/04/2049","Good","625.00","cs","625.00","ea"
"12-054-30","50011241","GCC6028","RSC TWN SUB 12ct XMS","176359","29/04/2049","Good","625.00","cs","625.00","ea"
"12-054-40","50038020","GCC5252","RSC XMS XL SUB 6ct FDM","176363","30/04/2049","Good","100.00","cs","100.00","ea"
"12-055-20","50003278","GCC4443","HSC XSML 24ct XMS Auto","160789","29/04/2048","Good","1149.00","cs","1149.00","ea"
"12-055-40","50002458","GCCS-4982","Uline Case 13x10x7","198765","30/07/2048","Good","144.00","cs","144.00","ea"
"12-056-10","119800001628587","GCC102372","SUB-500 Minis Asst XMAS19","128383","30/06/2049","Quarantined","12000.00","cs","12000.00","ea"
"12-056-20","60063411","GCC3273","TRAY LG SUB SHPR Litho XMS","177417","30/06/2049","Good","600.00","cs","600.00","ea"
"12-057-10","50003257","GCC5482","PARTITION MED SUB DSPLY 80ct","177362","30/05/2049","Good","1600.00","cs","1600.00","ea"
"12-057-10","50003258","GCC5482","PARTITION MED SUB DSPLY 80ct","177362","30/05/2049","Good","1600.00","cs","1600.00","ea"
"12-057-50","50008426","GCC100173","Filler prestige bar 2 face SDK","161674","31/05/2049","Good","111.00","cs","111.00","ea"
"12-058-10","50002406","GCC102404","PDQ 10ct XXL ID Costco","174400","28/02/2049","Good","320.00","cs","320.00","ea"
